"iso","rcp","ssp","model","period","year_center","TT","flextotal","rawtotal","f2mort","f2total"
"VCT","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-29.6770878575229,-19.0255016572738,NA,NA
"VCT","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-28.3391028529398,-26.7819070500917,NA,NA
"VCT","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-27.0400627819161,-31.0714586445599,NA,NA
"VEN","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-23.3066791827273,-3.1922971920994,NA,NA
"VEN","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-26.2688994110307,-9.43975357712533,NA,NA
"VEN","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-28.3945631815243,-19.3375799319296,NA,NA
"VEN","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-28.4491759002962,-29.1963279755262,NA,NA
"VEN","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-27.6316927741766,-34.3885551848752,NA,NA
"VGB","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-23.6751093707753,-2.60334437743374,NA,NA
"VGB","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-26.7737875083993,-9.4478738885751,NA,NA
"VGB","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-28.6250906082556,-18.3814395313967,NA,NA
"VGB","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-28.9754707079544,-27.0564495965,NA,NA
"VGB","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-28.3174105386284,-33.0903162399413,NA,NA
"VIR","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-28.1399318733473,-4.08424934770398,NA,NA
"VIR","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-31.0774377173827,-11.5907503185288,NA,NA
"VIR","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-32.2991293460358,-22.0119102229858,NA,NA
"VIR","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-31.8732231412777,-31.5871698875136,NA,NA
"VIR","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-30.8489017181808,-37.8288740188765,NA,NA
"VNM","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-3.00056778076881,2.34783969418902,NA,NA
"VNM","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,0.0675357365763501,0.515402188351347,NA,NA
"VNM","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,4.13058588172316,0.948957924094901,NA,NA
"VNM","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,7.54691547867548,2.9430546468111,NA,NA
"VNM","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,8.59604496922918,4.36226423427029,NA,NA
"VUT","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-22.0681184446172,-3.04222379507174,NA,NA
"VUT","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-25.8013041366748,-8.66249733823307,NA,NA
"VUT","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-28.9016084675209,-19.8211880991389,NA,NA
"VUT","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-29.8712685057811,-34.4929441640259,NA,NA
"VUT","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-28.6215119964259,-44.0714373437971,NA,NA
"WLF","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-23.918501114201,-2.48156573579038,NA,NA
"WLF","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-28.3764568319419,-10.5713231203278,NA,NA
"WLF","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-31.9894208518458,-20.1579396247571,NA,NA
"WLF","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-33.8432106071879,-32.0012112001105,NA,NA
"WLF","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-33.6095447889148,-38.9025148062232,NA,NA
"WSM","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-13.1961094833288,-1.11951456530895,NA,NA
"WSM","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-12.9768687747814,-5.76625702337424,NA,NA
"WSM","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-12.225072841961,-12.0013272962282,NA,NA
"WSM","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-10.937207415507,-19.2904242628253,NA,NA
"WSM","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-10.0254957113184,-21.8253004084789,NA,NA
"YEM","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-0.986589682997233,-0.93933682319905,NA,NA
"YEM","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-0.280222144853716,1.52169919666888,NA,NA
"YEM","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,0.600322951248455,2.52198141962131,NA,NA
"YEM","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,1.41368153576224,3.77080520607221,NA,NA
"YEM","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,1.6588261498519,4.71611273369325,NA,NA
"ZAF","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-5.60601461710692,-5.20924194214455,NA,NA
"ZAF","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-6.27110121278789,-5.90442752766148,NA,NA
"ZAF","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-6.97642747455377,-5.60707811590436,NA,NA
"ZAF","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-7.39551368599803,-6.07242669829976,NA,NA
"ZAF","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-7.34336423781495,-7.34037745202469,NA,NA
"ZMB","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-12.9163249783063,-5.34294216779005,NA,NA
"ZMB","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-12.2649187904893,-7.24216162188893,NA,NA
"ZMB","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-10.1722787885135,-10.0748554799119,NA,NA
"ZMB","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-8.12920306443551,-12.5658311864644,NA,NA
"ZMB","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-7.14244537062394,-14.7593606930266,NA,NA
"ZWE","rcp85","SSP2","low","2020_2039",2039,1.85208274087209,-36.005767665425,-12.9594926202066,NA,NA
"ZWE","rcp85","SSP2","low","2040_2059",2059,2.62594060800018,-21.560354648213,-14.6036786999292,NA,NA
"ZWE","rcp85","SSP2","low","2060_2079",2079,3.43971381022457,-11.0483053486014,-19.8510311405334,NA,NA
"ZWE","rcp85","SSP2","low","2080_2094",2094,4.08586904923053,-4.20045514449945,-9.19871376273287,NA,NA
"ZWE","rcp85","SSP2","low","2095_2100",2100,4.31361880780999,-2.03807209688292,-2.73102817328635,NA,NA
"ABW","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-8.59064331263995,4.10996111282668,NA,NA
"ABW","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-3.05314559836214,3.48589965422267,NA,NA
"ABW","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,2.40141808421409,5.69340412692948,NA,NA
"ABW","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,5.94531151896558,9.5296451730816,NA,NA
"ABW","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,6.70952991763767,14.0244795750839,NA,NA
"AFG","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,2.85357847417999,-3.0678741739948,NA,NA
"AFG","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,11.1403506279752,0.397887740887411,NA,NA
"AFG","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,17.8639071041017,11.2511087509989,NA,NA
"AFG","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,20.8747158784854,27.0500843449104,NA,NA
"AFG","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,20.3523477679466,34.9998405973108,NA,NA
"AGO","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-21.1040041018558,-6.05963894109469,NA,NA
"AGO","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-28.5188875441748,-12.9183102319188,NA,NA
"AGO","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-28.3348477192061,-21.158703255232,NA,NA
"AGO","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-25.6638846189419,-26.8976139319007,NA,NA
"AGO","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-23.5307195244159,-28.7023319042454,NA,NA
"AIA","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-22.0605598834421,-2.45143589703682,NA,NA
"AIA","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-23.6281170339964,-8.03919505779429,NA,NA
"AIA","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-23.9541297807756,-15.6363643122637,NA,NA
"AIA","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-23.3265661022422,-21.6396568112797,NA,NA
"AIA","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-22.4045354398989,-25.0833266250419,NA,NA
"ALA","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-73.7654087302549,-12.5407229727128,NA,NA
"ALA","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-81.8003848579002,-32.6537201383137,NA,NA
"ALA","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-86.2276645082385,-59.7695304946488,NA,NA
"ALA","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-86.7832431236018,-80.9347432828211,NA,NA
"ALA","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-84.365825897224,-87.4498472639198,NA,NA
"ALB","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,14.6515766215404,-2.98444977116264,NA,NA
"ALB","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,29.6478298950835,3.48971830704845,NA,NA
"ALB","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,47.3680748274145,26.2993268518136,NA,NA
"ALB","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,61.0686812481328,62.8343429675452,NA,NA
"ALB","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,64.1816372746518,84.5472606411458,NA,NA
"AND","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-81.2429622995332,-14.7741254051375,NA,NA
"AND","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-89.9973265461326,-37.2485790754364,NA,NA
"AND","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-94.7597713178031,-68.4424031193996,NA,NA
"AND","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-95.2813023958283,-88.2721478076123,NA,NA
"AND","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-92.5961680724622,-94.8302547170095,NA,NA
"ARE","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-9.90319496689002,1.41611823759745,NA,NA
"ARE","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-12.7200222700211,0.68648924257072,NA,NA
"ARE","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-15.3149942361801,-1.64554998688403,NA,NA
"ARE","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-16.829156072296,-4.32090006678864,NA,NA
"ARE","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-17.0909664953812,-6.77036278940562,NA,NA
"ARG","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,1.01762953404267,-1.10326938842042,NA,NA
"ARG","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,1.20140998269687,1.82472250593848,NA,NA
"ARG","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,1.35811169512935,4.17522184120773,NA,NA
"ARG","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,1.44191996080682,5.16832293001321,NA,NA
"ARG","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,1.43522494937127,5.03032437838349,NA,NA
"ARM","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-24.3138714290928,-6.00356129882001,NA,NA
"ARM","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-16.792987980074,-6.60000167987668,NA,NA
"ARM","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-6.44412601146966,-0.57236650996523,NA,NA
"ARM","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,3.04321611588433,8.71103411508902,NA,NA
"ARM","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,6.31365824796873,17.7669651886325,NA,NA
"ASM","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-31.9525574709856,-5.300649518067,NA,NA
"ASM","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-35.9248308572976,-14.152964073898,NA,NA
"ASM","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-38.4301083833091,-25.5923303683046,NA,NA
"ASM","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-39.1380252941664,-38.3518853983824,NA,NA
"ASM","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-38.2080776087152,-45.9538993601657,NA,NA
"ATG","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-17.4375839711125,-1.76086106218006,NA,NA
"ATG","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-16.9681053756805,-5.38417688978675,NA,NA
"ATG","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-15.1846911228282,-9.46521486988808,NA,NA
"ATG","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-13.0653728580986,-12.0970158728267,NA,NA
"ATG","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-11.9294366398913,-12.0319088490847,NA,NA
"AUS","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,7.70574895813867,1.10135055940317,NA,NA
"AUS","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,9.97898244814347,3.00657216566696,NA,NA
"AUS","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,11.9594953330229,5.44977151016173,NA,NA
"AUS","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,13.0761419356651,7.95131867488804,NA,NA
"AUS","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,13.1449132730021,9.23779738434184,NA,NA
"AUT","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-39.0231830577787,-11.7525876545038,NA,NA
"AUT","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-33.9864599064169,-21.8898555317103,NA,NA
"AUT","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-20.9228847232955,-19.6676856134994,NA,NA
"AUT","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-6.50832377646822,-1.93489426341252,NA,NA
"AUT","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-0.854097928980588,13.1761817671355,NA,NA
"AZE","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,30.8773090360047,3.79176435528775,NA,NA
"AZE","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,47.1436393108075,16.5297544134921,NA,NA
"AZE","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,59.9059416733318,43.5675117939411,NA,NA
"AZE","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,66.4689444823222,68.7435181148931,NA,NA
"AZE","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,65.9279091590227,82.0071499321342,NA,NA
"BDI","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-50.5961863500016,-15.7860857011241,NA,NA
"BDI","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-43.2991569039583,-25.6371444956181,NA,NA
"BDI","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-35.0774998620158,-34.7824571941384,NA,NA
"BDI","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-29.0847330364729,-33.0136360359606,NA,NA
"BDI","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-25.7819839290323,-28.8162406450678,NA,NA
"BEL","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-0.528700896523542,-4.67187764591412,NA,NA
"BEL","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,9.46710573389017,-3.98877016785546,NA,NA
"BEL","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,23.3661931888819,8.37267010072226,NA,NA
"BEL","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,35.9086787283506,27.1943281643853,NA,NA
"BEL","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,39.7586203512107,41.7213059252713,NA,NA
"BEN","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,26.4728770141306,10.1503273297376,NA,NA
"BEN","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,38.9693539538404,23.7544201541985,NA,NA
"BEN","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,46.5835063826591,30.2466744697798,NA,NA
"BEN","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,49.0044709433338,36.9306364422243,NA,NA
"BEN","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,46.8415134399902,42.6119487455139,NA,NA
"BES","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-27.3068308037564,-3.5484368955379,NA,NA
"BES","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-29.7576052479556,-10.3138867316231,NA,NA
"BES","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-30.7709365419529,-20.3331259450494,NA,NA
"BES","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-30.4790876217191,-28.6420044737653,NA,NA
"BES","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-29.4594164069454,-32.8025752994132,NA,NA
"BFA","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,62.1056385675059,21.0305778700268,NA,NA
"BFA","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,72.8945899124954,37.5492460613296,NA,NA
"BFA","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,76.6022277344673,46.342447904733,NA,NA
"BFA","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,75.8669750057292,55.1842263658385,NA,NA
"BFA","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,71.8238535538622,63.1573631626301,NA,NA
"BGD","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,1.49492770113843,3.96738183227224,NA,NA
"BGD","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,13.2784908724647,8.33676346569336,NA,NA
"BGD","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,24.7026842445437,8.97437891552391,NA,NA
"BGD","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,32.0611509502958,12.1186092238269,NA,NA
"BGD","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,32.9982435044839,15.6935868863418,42,49.1
"BGR","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,1.11161519717772,-2.1942030415795,NA,NA
"BGR","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,11.2486390547028,2.44700286345053,NA,NA
"BGR","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,24.5065839189123,21.8680123147753,NA,NA
"BGR","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,36.3394447072197,46.1032897088214,NA,NA
"BGR","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,40.0357420374235,61.9801153449697,NA,NA
"BHR","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,21.381782348679,9.18834551983492,NA,NA
"BHR","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,29.6394634692526,22.1466582104066,NA,NA
"BHR","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,38.6821502237114,36.6129665184239,NA,NA
"BHR","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,45.8552535501848,51.9798245952723,NA,NA
"BHR","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,47.7206665881151,61.9276938060036,NA,NA
"BHS","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-31.9114710082826,-4.31837244041893,NA,NA
"BHS","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-41.4276233075015,-13.1461108091227,NA,NA
"BHS","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-49.4301326778771,-26.4868642103087,NA,NA
"BHS","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-53.7555033084621,-39.2981174900095,NA,NA
"BHS","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-54.1138853680461,-47.6914004495427,NA,NA
"BIH","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-28.7861780611727,-9.58159267938733,NA,NA
"BIH","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-19.0898566651879,-14.1874430165522,NA,NA
"BIH","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-6.15635958380425,-11.3830336716679,NA,NA
"BIH","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,6.47585468639877,10.5737315466756,NA,NA
"BIH","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,11.1695809275973,29.2608639929794,NA,NA
"BLM","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-33.1941701238287,-5.57944632540481,NA,NA
"BLM","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-37.3207979088984,-14.1229071661826,NA,NA
"BLM","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-39.9234255240298,-25.8793103209962,NA,NA
"BLM","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-40.6588507311205,-36.8068847441368,NA,NA
"BLM","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-39.6927664594134,-46.1384157278582,NA,NA
"BLR","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-49.0207450203975,-12.7017479135682,NA,NA
"BLR","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-48.8502795330394,-26.6530741312855,NA,NA
"BLR","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-45.4051154749367,-34.171566594006,NA,NA
"BLR","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-40.0728497105641,-29.4071882073961,NA,NA
"BLR","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-37.061825165443,-20.4859694994098,NA,NA
"BLZ","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-21.9731060948838,-1.94801817005661,NA,NA
"BLZ","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-22.3841964090051,-6.40934744409723,NA,NA
"BLZ","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-20.7341705162478,-12.2827929319487,NA,NA
"BLZ","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-18.445347724974,-17.4173447285452,NA,NA
"BLZ","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-16.9870622495779,-18.5724640742597,NA,NA
"BMU","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-13.3022441338785,-1.6874329829126,NA,NA
"BMU","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-14.6526223109541,-5.16369883823717,NA,NA
"BMU","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-15.3332291111301,-8.61476074845651,NA,NA
"BMU","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-15.3397548271889,-12.3229378781748,NA,NA
"BMU","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-14.8803268171331,-14.1173256218713,NA,NA
"BOL","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-20.0593234903316,-6.83990641095276,NA,NA
"BOL","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-16.0176677461594,-10.6543969191055,NA,NA
"BOL","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-10.999063566554,-8.76303262990866,NA,NA
"BOL","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-6.90709046994482,4.68597015445084,NA,NA
"BOL","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-5.33813703941716,15.4663748613518,NA,NA
"BRA","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-30.4088735142941,-5.60091513533144,NA,NA
"BRA","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-36.126144907767,-13.5547395248649,NA,NA
"BRA","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-40.2302250531008,-24.4725376415573,NA,NA
"BRA","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-41.6446704039322,-32.7304162308423,NA,NA
"BRA","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-40.8190008344922,-36.3501713518529,NA,NA
"BRB","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-56.2581289545908,-8.85948733708951,NA,NA
"BRB","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-67.0487152886992,-25.569459841881,NA,NA
"BRB","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-73.9061695451922,-48.4003421072558,NA,NA
"BRB","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-75.9794694591665,-63.027021320275,NA,NA
"BRB","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-74.5387781365949,-70.4243874298102,NA,NA
"BRN","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-46.7494445018478,-9.70357585394316,NA,NA
"BRN","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-51.5068631860829,-27.0640006622316,NA,NA
"BRN","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-51.1044646016653,-42.6456410309671,NA,NA
"BRN","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-47.7052638835217,-45.8770769588563,NA,NA
"BRN","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-45.4741218277409,-44.6872533513033,NA,NA
"BTN","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-12.6766264217217,-4.11223154381875,NA,NA
"BTN","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-12.3613535147464,-4.37246814194202,NA,NA
"BTN","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-12.4236011046939,-3.1760443849108,NA,NA
"BTN","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-12.3422421402814,1.31635556835206,NA,NA
"BTN","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-12.0503707562145,5.25568711096541,NA,NA
"BWA","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,-7.40268226570019,-2.34682389546069,NA,NA
"BWA","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,-8.78369843997358,-3.45958235969467,NA,NA
"BWA","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,-9.92040518393174,-6.2224461489883,NA,NA
"BWA","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,-10.4846120322004,-9.89735764229706,NA,NA
"BWA","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,-10.4255792823303,-13.2425937628553,NA,NA
"CA-","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,33.150681616684,5.21730572672205,NA,NA
"CA-","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,42.5316800946041,17.7699699595322,NA,NA
"CA-","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,51.414490407127,41.3595572826269,NA,NA
"CA-","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,57.1462082784968,59.0074369403243,NA,NA
"CA-","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,57.4347318367107,68.1109866948489,NA,NA
"CAF","rcp85","SSP2","high","2020_2039",2039,1.85208274087209,10.0703478270277,6.07397457695053,NA,NA
"CAF","rcp85","SSP2","high","2040_2059",2059,2.62594060800018,18.0611434092139,11.6323959564569,NA,NA
"CAF","rcp85","SSP2","high","2060_2079",2079,3.43971381022457,23.3869855883564,15.3120948912006,NA,NA
"CAF","rcp85","SSP2","high","2080_2094",2094,4.08586904923053,25.2662697129167,17.8404124609182,NA,NA
"CAF","rcp85","SSP2","high","2095_2100",2100,4.31361880780999,24.1898168936109,20.1900280264806,NA,NA
